data,scontrini_R067,totale_R067,weekend,holiday,season,date,weather_condition
2018-12-06,,,0,0,Autunno,2018-12-06,Moderate conditions
2018-12-07,,,1,0,Autunno,2018-12-07,Moderate conditions
2018-12-08,,,1,1,Autunno,2018-12-08,Favorable conditions
2018-12-09,,,1,0,Autunno,2018-12-09,Favorable conditions
2018-12-10,,,0,0,Autunno,2018-12-10,Favorable conditions
2018-12-11,,,0,0,Autunno,2018-12-11,Favorable conditions
2018-12-12,,,0,0,Autunno,2018-12-12,Favorable conditions
2018-12-13,,,0,0,Autunno,2018-12-13,Favorable conditions
2018-12-14,,,1,0,Autunno,2018-12-14,Favorable conditions
2018-12-15,,,1,0,Autunno,2018-12-15,Difficult conditions
2018-12-16,,,1,0,Autunno,2018-12-16,Difficult conditions
2018-12-17,,,0,0,Autunno,2018-12-17,Favorable conditions
2018-12-18,,,0,0,Autunno,2018-12-18,Difficult conditions
2018-12-19,,,0,0,Autunno,2018-12-19,Difficult conditions
2018-12-20,,,0,0,Autunno,2018-12-20,Moderate conditions
2018-12-21,,,1,0,Inverno,2018-12-21,Favorable conditions
2018-12-22,,,1,0,Inverno,2018-12-22,Favorable conditions
2018-12-23,,,1,0,Inverno,2018-12-23,Favorable conditions
2018-12-24,,,0,1,Inverno,2018-12-24,Favorable conditions
2018-12-25,,,0,1,Inverno,2018-12-25,Favorable conditions
2018-12-26,,,0,1,Inverno,2018-12-26,Favorable conditions
2018-12-27,,,0,0,Inverno,2018-12-27,Moderate conditions
2018-12-28,,,1,0,Inverno,2018-12-28,Favorable conditions
2018-12-29,,,1,0,Inverno,2018-12-29,Favorable conditions
2018-12-30,,,1,0,Inverno,2018-12-30,Favorable conditions
2018-12-31,,,0,1,Inverno,2018-12-31,Favorable conditions
2019-01-01,,,0,1,Inverno,2019-01-01,Favorable conditions
2019-01-02,,,0,0,Inverno,2019-01-02,Favorable conditions
2019-01-03,,,0,0,Inverno,2019-01-03,Favorable conditions
2019-01-04,,,1,0,Inverno,2019-01-04,Favorable conditions
2019-01-05,,,1,0,Inverno,2019-01-05,Favorable conditions
2019-01-06,,,1,1,Inverno,2019-01-06,Favorable conditions
2019-01-07,,,0,0,Inverno,2019-01-07,Favorable conditions
2019-01-08,,,0,0,Inverno,2019-01-08,Favorable conditions
2019-01-09,,,0,0,Inverno,2019-01-09,Favorable conditions
2019-01-10,,,0,0,Inverno,2019-01-10,Favorable conditions
2019-01-11,,,1,0,Inverno,2019-01-11,Favorable conditions
2019-01-12,,,1,0,Inverno,2019-01-12,Favorable conditions
2019-01-13,,,1,0,Inverno,2019-01-13,Favorable conditions
2019-01-14,,,0,0,Inverno,2019-01-14,Favorable conditions
2019-01-15,,,0,0,Inverno,2019-01-15,Moderate conditions
2019-01-16,,,0,0,Inverno,2019-01-16,Moderate conditions
2019-01-17,,,0,0,Inverno,2019-01-17,Moderate conditions
2019-01-18,,,1,0,Inverno,2019-01-18,Moderate conditions
2019-01-19,,,1,0,Inverno,2019-01-19,Favorable conditions
2019-01-20,,,1,0,Inverno,2019-01-20,Favorable conditions
2019-01-21,,,0,0,Inverno,2019-01-21,Favorable conditions
2019-01-22,,,0,0,Inverno,2019-01-22,Difficult conditions
2019-01-23,,,0,0,Inverno,2019-01-23,Difficult conditions
2019-01-24,,,0,0,Inverno,2019-01-24,Favorable conditions
2019-01-25,,,1,0,Inverno,2019-01-25,Favorable conditions
2019-01-26,,,1,0,Inverno,2019-01-26,Favorable conditions
2019-01-27,,,1,0,Inverno,2019-01-27,Favorable conditions
2019-01-28,,,0,0,Inverno,2019-01-28,Favorable conditions
2019-01-29,,,0,0,Inverno,2019-01-29,Difficult conditions
2019-01-30,,,0,0,Inverno,2019-01-30,Difficult conditions
2019-01-31,,,0,0,Inverno,2019-01-31,Difficult conditions
2019-02-01,,,1,0,Inverno,2019-02-01,Difficult conditions
2019-02-02,,,1,0,Inverno,2019-02-02,Difficult conditions
2019-02-03,,,1,0,Inverno,2019-02-03,Favorable conditions
2019-02-04,,,0,0,Inverno,2019-02-04,Favorable conditions
2019-02-05,,,0,0,Inverno,2019-02-05,Favorable conditions
2019-02-06,,,0,0,Inverno,2019-02-06,Favorable conditions
2019-02-07,,,0,0,Inverno,2019-02-07,Favorable conditions
2019-02-08,,,1,0,Inverno,2019-02-08,Favorable conditions
2019-02-09,,,1,0,Inverno,2019-02-09,Moderate conditions
2019-02-10,,,1,0,Inverno,2019-02-10,Moderate conditions
2019-02-11,,,0,0,Inverno,2019-02-11,Favorable conditions
2019-02-12,,,0,0,Inverno,2019-02-12,Favorable conditions
2019-02-13,,,0,0,Inverno,2019-02-13,Favorable conditions
2019-02-14,,,0,1,Inverno,2019-02-14,Favorable conditions
2019-02-15,,,1,0,Inverno,2019-02-15,Favorable conditions
2019-02-16,,,1,0,Inverno,2019-02-16,Favorable conditions
2019-02-17,,,1,0,Inverno,2019-02-17,Favorable conditions
2019-02-18,,,0,0,Inverno,2019-02-18,Favorable conditions
2019-02-19,,,0,0,Inverno,2019-02-19,Favorable conditions
2019-02-20,,,0,0,Inverno,2019-02-20,Favorable conditions
2019-02-21,,,0,0,Inverno,2019-02-21,Favorable conditions
2019-02-22,,,1,0,Inverno,2019-02-22,Favorable conditions
2019-02-23,,,1,0,Inverno,2019-02-23,Favorable conditions
2019-02-24,,,1,0,Inverno,2019-02-24,Favorable conditions
2019-02-25,,,0,0,Inverno,2019-02-25,Favorable conditions
2019-02-26,,,0,0,Inverno,2019-02-26,Favorable conditions
2019-02-27,,,0,0,Inverno,2019-02-27,Favorable conditions
2019-02-28,,,0,0,Inverno,2019-02-28,Favorable conditions
2019-03-01,,,1,0,Inverno,2019-03-01,Favorable conditions
2019-03-02,,,1,0,Inverno,2019-03-02,Favorable conditions
2019-03-03,,,1,0,Inverno,2019-03-03,Moderate conditions
2019-03-04,,,0,0,Inverno,2019-03-04,Favorable conditions
2019-03-05,,,0,0,Inverno,2019-03-05,Favorable conditions
2019-03-06,,,0,0,Inverno,2019-03-06,Moderate conditions
2019-03-07,,,0,0,Inverno,2019-03-07,Moderate conditions
2019-03-08,,,1,0,Inverno,2019-03-08,Favorable conditions
2019-03-09,,,1,0,Inverno,2019-03-09,Favorable conditions
2019-03-10,,,1,0,Inverno,2019-03-10,Moderate conditions
2019-03-11,,,0,0,Inverno,2019-03-11,Favorable conditions
2019-03-12,,,0,0,Inverno,2019-03-12,Favorable conditions
2019-03-13,,,0,0,Inverno,2019-03-13,Favorable conditions
2019-03-14,,,0,0,Inverno,2019-03-14,Favorable conditions
2019-03-15,,,1,0,Inverno,2019-03-15,Favorable conditions
2019-03-16,,,1,0,Inverno,2019-03-16,Moderate conditions
2019-03-17,,,1,0,Inverno,2019-03-17,Moderate conditions
2019-03-18,,,0,0,Inverno,2019-03-18,Moderate conditions
2019-03-19,,,0,0,Inverno,2019-03-19,Favorable conditions
2019-03-20,,,0,0,Inverno,2019-03-20,Favorable conditions
2019-03-21,,,0,0,Primavera,2019-03-21,Favorable conditions
2019-03-22,,,1,0,Primavera,2019-03-22,Favorable conditions
2019-03-23,,,1,0,Primavera,2019-03-23,Favorable conditions
2019-03-24,,,1,0,Primavera,2019-03-24,Favorable conditions
2019-03-25,,,0,0,Primavera,2019-03-25,Moderate conditions
2019-03-26,,,0,0,Primavera,2019-03-26,Favorable conditions
2019-03-27,,,0,0,Primavera,2019-03-27,Favorable conditions
2019-03-28,,,0,0,Primavera,2019-03-28,Favorable conditions
2019-03-29,,,1,0,Primavera,2019-03-29,Favorable conditions
2019-03-30,,,1,0,Primavera,2019-03-30,Favorable conditions
2019-03-31,,,1,0,Primavera,2019-03-31,Favorable conditions
2019-04-01,,,0,0,Primavera,2019-04-01,Favorable conditions
2019-04-02,,,0,0,Primavera,2019-04-02,Moderate conditions
2019-04-03,,,0,0,Primavera,2019-04-03,Moderate conditions
2019-04-04,,,0,0,Primavera,2019-04-04,Favorable conditions
2019-04-05,,,1,0,Primavera,2019-04-05,Moderate conditions
2019-04-06,,,1,0,Primavera,2019-04-06,Moderate conditions
2019-04-07,,,1,0,Primavera,2019-04-07,Favorable conditions
2019-04-08,,,0,0,Primavera,2019-04-08,Moderate conditions
2019-04-09,,,0,0,Primavera,2019-04-09,Moderate conditions
2019-04-10,,,0,0,Primavera,2019-04-10,Moderate conditions
2019-04-11,,,0,0,Primavera,2019-04-11,Moderate conditions
2019-04-12,,,1,0,Primavera,2019-04-12,Moderate conditions
2019-04-13,,,1,0,Primavera,2019-04-13,Moderate conditions
2019-04-14,,,1,0,Primavera,2019-04-14,Favorable conditions
2019-04-15,,,0,0,Primavera,2019-04-15,Favorable conditions
2019-04-16,,,0,0,Primavera,2019-04-16,Favorable conditions
2019-04-17,,,0,0,Primavera,2019-04-17,Favorable conditions
2019-04-18,,,0,0,Primavera,2019-04-18,Favorable conditions
2019-04-19,,,1,0,Primavera,2019-04-19,Favorable conditions
2019-04-20,,,1,0,Primavera,2019-04-20,Moderate conditions
2019-04-21,,,1,1,Primavera,2019-04-21,Moderate conditions
2019-04-22,,,0,1,Primavera,2019-04-22,Moderate conditions
2019-04-23,,,0,0,Primavera,2019-04-23,Moderate conditions
2019-04-24,,,0,0,Primavera,2019-04-24,Moderate conditions
2019-04-25,,,0,1,Primavera,2019-04-25,Moderate conditions
2019-04-26,,,1,0,Primavera,2019-04-26,Favorable conditions
2019-04-27,,,1,0,Primavera,2019-04-27,Favorable conditions
2019-04-28,,,1,0,Primavera,2019-04-28,Moderate conditions
2019-04-29,,,0,0,Primavera,2019-04-29,Favorable conditions
2019-04-30,,,0,0,Primavera,2019-04-30,Moderate conditions
2019-05-01,,,0,1,Primavera,2019-05-01,Moderate conditions
2019-05-02,,,0,0,Primavera,2019-05-02,Moderate conditions
2019-05-03,,,1,0,Primavera,2019-05-03,Moderate conditions
2019-05-04,,,1,0,Primavera,2019-05-04,Moderate conditions
2019-05-05,,,1,0,Primavera,2019-05-05,Favorable conditions
2019-05-06,,,0,0,Primavera,2019-05-06,Favorable conditions
2019-05-07,,,0,0,Primavera,2019-05-07,Moderate conditions
2019-05-08,,,0,0,Primavera,2019-05-08,Moderate conditions
2019-05-09,,,0,0,Primavera,2019-05-09,Favorable conditions
2019-05-10,,,1,0,Primavera,2019-05-10,Moderate conditions
2019-05-11,,,1,0,Primavera,2019-05-11,Moderate conditions
2019-05-12,,,1,0,Primavera,2019-05-12,Favorable conditions
2019-05-13,,,0,0,Primavera,2019-05-13,Favorable conditions
2019-05-14,,,0,0,Primavera,2019-05-14,Moderate conditions
2019-05-15,,,0,0,Primavera,2019-05-15,Favorable conditions
2019-05-16,,,0,0,Primavera,2019-05-16,Moderate conditions
2019-05-17,,,1,0,Primavera,2019-05-17,Moderate conditions
2019-05-18,,,1,0,Primavera,2019-05-18,Moderate conditions
2019-05-19,,,1,0,Primavera,2019-05-19,Moderate conditions
2019-05-20,,,0,0,Primavera,2019-05-20,Favorable conditions
2019-05-21,,,0,0,Primavera,2019-05-21,Moderate conditions
2019-05-22,,,0,0,Primavera,2019-05-22,Moderate conditions
2019-05-23,,,0,0,Primavera,2019-05-23,Moderate conditions
2019-05-24,,,1,0,Primavera,2019-05-24,Moderate conditions
2019-05-25,,,1,0,Primavera,2019-05-25,Moderate conditions
2019-05-26,,,1,0,Primavera,2019-05-26,Moderate conditions
2019-05-27,,,0,0,Primavera,2019-05-27,Moderate conditions
2019-05-28,,,0,0,Primavera,2019-05-28,Moderate conditions
2019-05-29,,,0,0,Primavera,2019-05-29,Favorable conditions
2019-05-30,,,0,0,Primavera,2019-05-30,Favorable conditions
2019-05-31,,,1,0,Primavera,2019-05-31,Favorable conditions
2019-06-01,,,1,0,Primavera,2019-06-01,Favorable conditions
2019-06-02,,,1,1,Primavera,2019-06-02,Favorable conditions
2019-06-03,,,0,0,Primavera,2019-06-03,Moderate conditions
2019-06-04,,,0,0,Primavera,2019-06-04,Favorable conditions
2019-06-05,,,0,0,Primavera,2019-06-05,Moderate conditions
2019-06-06,,,0,0,Primavera,2019-06-06,Favorable conditions
2019-06-07,,,1,0,Primavera,2019-06-07,Favorable conditions
2019-06-08,,,1,0,Primavera,2019-06-08,Moderate conditions
2019-06-09,,,1,0,Primavera,2019-06-09,Moderate conditions
2019-06-10,,,0,0,Primavera,2019-06-10,Moderate conditions
2019-06-11,,,0,0,Primavera,2019-06-11,Moderate conditions
2019-06-12,,,0,0,Primavera,2019-06-12,Favorable conditions
2019-06-13,,,0,0,Primavera,2019-06-13,Favorable conditions
2019-06-14,,,1,0,Primavera,2019-06-14,Favorable conditions
2019-06-15,,,1,0,Primavera,2019-06-15,Favorable conditions
2019-06-16,,,1,0,Primavera,2019-06-16,Moderate conditions
2019-06-17,,,0,0,Primavera,2019-06-17,Moderate conditions
2019-06-18,,,0,0,Primavera,2019-06-18,Moderate conditions
2019-06-19,,,0,0,Primavera,2019-06-19,Favorable conditions
2019-06-20,,,0,0,Primavera,2019-06-20,Moderate conditions
2019-06-21,,,1,0,Estate,2019-06-21,Moderate conditions
2019-06-22,,,1,0,Estate,2019-06-22,Favorable conditions
2019-06-23,,,1,0,Estate,2019-06-23,Favorable conditions
2019-06-24,,,0,0,Estate,2019-06-24,Favorable conditions
2019-06-25,,,0,0,Estate,2019-06-25,Favorable conditions
2019-06-26,,,0,0,Estate,2019-06-26,Favorable conditions
2019-06-27,,,0,0,Estate,2019-06-27,Favorable conditions
2019-06-28,,,1,0,Estate,2019-06-28,Favorable conditions
2019-06-29,,,1,0,Estate,2019-06-29,Favorable conditions
2019-06-30,,,1,0,Estate,2019-06-30,Favorable conditions
2019-07-01,,,0,0,Estate,2019-07-01,Favorable conditions
2019-07-02,,,0,0,Estate,2019-07-02,Moderate conditions
2019-07-03,,,0,0,Estate,2019-07-03,Favorable conditions
2019-07-04,,,0,0,Estate,2019-07-04,Favorable conditions
2019-07-05,,,1,0,Estate,2019-07-05,Favorable conditions
2019-07-06,,,1,0,Estate,2019-07-06,Moderate conditions
2019-07-07,,,1,0,Estate,2019-07-07,Favorable conditions
2019-07-08,,,0,0,Estate,2019-07-08,Moderate conditions
2019-07-09,,,0,0,Estate,2019-07-09,Moderate conditions
2019-07-10,,,0,0,Estate,2019-07-10,Moderate conditions
2019-07-11,,,0,0,Estate,2019-07-11,Moderate conditions
2019-07-12,,,1,0,Estate,2019-07-12,Favorable conditions
2019-07-13,,,1,0,Estate,2019-07-13,Moderate conditions
2019-07-14,,,1,0,Estate,2019-07-14,Moderate conditions
2019-07-15,,,0,0,Estate,2019-07-15,Favorable conditions
2019-07-16,,,0,0,Estate,2019-07-16,Favorable conditions
2019-07-17,,,0,0,Estate,2019-07-17,Favorable conditions
2019-07-18,,,0,0,Estate,2019-07-18,Moderate conditions
2019-07-19,,,1,0,Estate,2019-07-19,Favorable conditions
2019-07-20,,,1,0,Estate,2019-07-20,Favorable conditions
2019-07-21,,,1,0,Estate,2019-07-21,Favorable conditions
2019-07-22,,,0,0,Estate,2019-07-22,Favorable conditions
2019-07-23,,,0,0,Estate,2019-07-23,Favorable conditions
2019-07-24,,,0,0,Estate,2019-07-24,Favorable conditions
2019-07-25,,,0,0,Estate,2019-07-25,Favorable conditions
2019-07-26,,,1,0,Estate,2019-07-26,Moderate conditions
2019-07-27,,,1,0,Estate,2019-07-27,Moderate conditions
2019-07-28,,,1,0,Estate,2019-07-28,Favorable conditions
2019-07-29,,,0,0,Estate,2019-07-29,Favorable conditions
2019-07-30,,,0,0,Estate,2019-07-30,Moderate conditions
2019-07-31,,,0,0,Estate,2019-07-31,Favorable conditions
2019-08-01,,,0,0,Estate,2019-08-01,Moderate conditions
2019-08-02,,,1,0,Estate,2019-08-02,Favorable conditions
2019-08-03,,,1,0,Estate,2019-08-03,Favorable conditions
2019-08-04,,,1,0,Estate,2019-08-04,Favorable conditions
2019-08-05,,,0,0,Estate,2019-08-05,Moderate conditions
2019-08-06,,,0,0,Estate,2019-08-06,Moderate conditions
2019-08-07,,,0,0,Estate,2019-08-07,Moderate conditions
2019-08-08,,,0,0,Estate,2019-08-08,Moderate conditions
2019-08-09,,,1,0,Estate,2019-08-09,Favorable conditions
2019-08-10,,,1,0,Estate,2019-08-10,Favorable conditions
2019-08-11,,,1,0,Estate,2019-08-11,Moderate conditions
2019-08-12,,,0,0,Estate,2019-08-12,Moderate conditions
2019-08-13,,,0,0,Estate,2019-08-13,Favorable conditions
2019-08-14,,,0,0,Estate,2019-08-14,Moderate conditions
2019-08-15,,,0,1,Estate,2019-08-15,Favorable conditions
2019-08-16,,,1,0,Estate,2019-08-16,Favorable conditions
2019-08-17,,,1,0,Estate,2019-08-17,Favorable conditions
2019-08-18,,,1,0,Estate,2019-08-18,Favorable conditions
2019-08-19,,,0,0,Estate,2019-08-19,Favorable conditions
2019-08-20,,,0,0,Estate,2019-08-20,Moderate conditions
2019-08-21,,,0,0,Estate,2019-08-21,Moderate conditions
2019-08-22,,,0,0,Estate,2019-08-22,Moderate conditions
2019-08-23,,,1,0,Estate,2019-08-23,Moderate conditions
2019-08-24,,,1,0,Estate,2019-08-24,Moderate conditions
2019-08-25,,,1,0,Estate,2019-08-25,Moderate conditions
2019-08-26,,,0,0,Estate,2019-08-26,Favorable conditions
2019-08-27,,,0,0,Estate,2019-08-27,Moderate conditions
2019-08-28,,,0,0,Estate,2019-08-28,Favorable conditions
2019-08-29,,,0,0,Estate,2019-08-29,Favorable conditions
2019-08-30,,,1,0,Estate,2019-08-30,Moderate conditions
2019-08-31,,,1,0,Estate,2019-08-31,Moderate conditions
2019-09-01,,,1,0,Estate,2019-09-01,Moderate conditions
2019-09-02,,,0,0,Estate,2019-09-02,Favorable conditions
2019-09-03,,,0,0,Estate,2019-09-03,Favorable conditions
2019-09-04,,,0,0,Estate,2019-09-04,Moderate conditions
2019-09-05,,,0,0,Estate,2019-09-05,Moderate conditions
2019-09-06,,,1,0,Estate,2019-09-06,Moderate conditions
2019-09-07,,,1,0,Estate,2019-09-07,Moderate conditions
2019-09-08,,,1,0,Estate,2019-09-08,Favorable conditions
2019-09-09,,,0,0,Estate,2019-09-09,Moderate conditions
2019-09-10,,,0,0,Estate,2019-09-10,Favorable conditions
2019-09-11,,,0,0,Estate,2019-09-11,Favorable conditions
2019-09-12,,,0,0,Estate,2019-09-12,Favorable conditions
2019-09-13,,,1,0,Estate,2019-09-13,Favorable conditions
2019-09-14,,,1,0,Estate,2019-09-14,Favorable conditions
2019-09-15,,,1,0,Estate,2019-09-15,Favorable conditions
2019-09-16,,,0,0,Estate,2019-09-16,Favorable conditions
2019-09-17,,,0,0,Estate,2019-09-17,Moderate conditions
2019-09-18,,,0,0,Estate,2019-09-18,Moderate conditions
2019-09-19,,,0,0,Estate,2019-09-19,Favorable conditions
2019-09-20,,,1,0,Estate,2019-09-20,Favorable conditions
2019-09-21,,,1,0,Autunno,2019-09-21,Moderate conditions
2019-09-22,,,1,0,Autunno,2019-09-22,Moderate conditions
2019-09-23,,,0,0,Autunno,2019-09-23,Moderate conditions
2019-09-24,,,0,0,Autunno,2019-09-24,Moderate conditions
2019-09-25,,,0,0,Autunno,2019-09-25,Favorable conditions
2019-09-26,,,0,0,Autunno,2019-09-26,Moderate conditions
2019-09-27,,,1,0,Autunno,2019-09-27,Favorable conditions
2019-09-28,,,1,0,Autunno,2019-09-28,Favorable conditions
2019-09-29,,,1,0,Autunno,2019-09-29,Favorable conditions
2019-09-30,,,0,0,Autunno,2019-09-30,Favorable conditions
2019-10-01,,,0,0,Autunno,2019-10-01,Moderate conditions
2019-10-02,,,0,0,Autunno,2019-10-02,Favorable conditions
2019-10-03,,,0,0,Autunno,2019-10-03,Favorable conditions
2019-10-04,,,1,0,Autunno,2019-10-04,Favorable conditions
2019-10-05,,,1,0,Autunno,2019-10-05,Moderate conditions
2019-10-06,,,1,0,Autunno,2019-10-06,Moderate conditions
2019-10-07,,,0,0,Autunno,2019-10-07,Favorable conditions
2019-10-08,,,0,0,Autunno,2019-10-08,Moderate conditions
2019-10-09,,,0,0,Autunno,2019-10-09,Favorable conditions
2019-10-10,,,0,0,Autunno,2019-10-10,Favorable conditions
2019-10-11,,,1,0,Autunno,2019-10-11,Favorable conditions
2019-10-12,,,1,0,Autunno,2019-10-12,Favorable conditions
2019-10-13,,,1,0,Autunno,2019-10-13,Moderate conditions
2019-10-14,,,0,0,Autunno,2019-10-14,Moderate conditions
2019-10-15,,,0,0,Autunno,2019-10-15,Moderate conditions
2019-10-16,,,0,0,Autunno,2019-10-16,Favorable conditions
2019-10-17,,,0,0,Autunno,2019-10-17,Moderate conditions
2019-10-18,,,1,0,Autunno,2019-10-18,Moderate conditions
2019-10-19,,,1,0,Autunno,2019-10-19,Moderate conditions
2019-10-20,,,1,0,Autunno,2019-10-20,Moderate conditions
2019-10-21,,,0,0,Autunno,2019-10-21,Moderate conditions
2019-10-22,,,0,0,Autunno,2019-10-22,Favorable conditions
2019-10-23,,,0,0,Autunno,2019-10-23,Moderate conditions
2019-10-24,,,0,0,Autunno,2019-10-24,Moderate conditions
2019-10-25,,,1,0,Autunno,2019-10-25,Favorable conditions
2019-10-26,,,1,0,Autunno,2019-10-26,Favorable conditions
2019-10-27,,,1,0,Autunno,2019-10-27,Moderate conditions
2019-10-28,,,0,0,Autunno,2019-10-28,Moderate conditions
2019-10-29,,,0,0,Autunno,2019-10-29,Moderate conditions
2019-10-30,,,0,0,Autunno,2019-10-30,Favorable conditions
