data,scontrini_R002,totale_R002,weekend,holiday,season,date,weather_condition
2018-09-30,935.0,34905.16,1,0,Autunno,2018-09-30,Moderate conditions
2018-10-01,671.0,22926.01,0,0,Autunno,2018-10-01,Favorable conditions
2018-10-02,711.0,23873.68,0,0,Autunno,2018-10-02,Favorable conditions
2018-10-03,753.0,26440.41,0,0,Autunno,2018-10-03,Favorable conditions
2018-10-04,792.0,26479.47,0,0,Autunno,2018-10-04,Favorable conditions
2018-10-05,1122.0,37370.95,1,0,Autunno,2018-10-05,Moderate conditions
2018-10-06,1250.0,44624.3,1,0,Autunno,2018-10-06,Moderate conditions
2018-10-07,959.0,35693.11,1,0,Autunno,2018-10-07,Moderate conditions
2018-10-08,731.0,23308.86,0,0,Autunno,2018-10-08,Moderate conditions
2018-10-09,736.0,24097.13,0,0,Autunno,2018-10-09,Moderate conditions
2018-10-10,762.0,26295.73,0,0,Autunno,2018-10-10,Moderate conditions
2018-10-11,763.0,26007.13,0,0,Autunno,2018-10-11,Favorable conditions
2018-10-12,1176.0,40506.99,1,0,Autunno,2018-10-12,Favorable conditions
2018-10-13,1351.0,51113.99,1,0,Autunno,2018-10-13,Moderate conditions
2018-10-14,945.0,38305.71,1,0,Autunno,2018-10-14,Moderate conditions
2018-10-15,716.0,23928.62,0,0,Autunno,2018-10-15,Moderate conditions
2018-10-16,730.0,23750.03,0,0,Autunno,2018-10-16,Moderate conditions
2018-10-17,795.0,27213.42,0,0,Autunno,2018-10-17,Favorable conditions
2018-10-18,761.0,25850.79,0,0,Autunno,2018-10-18,Favorable conditions
2018-10-19,1158.0,38815.89,1,0,Autunno,2018-10-19,Favorable conditions
2018-10-20,1358.0,48972.02,1,0,Autunno,2018-10-20,Moderate conditions
2018-10-21,984.0,38886.62,1,0,Autunno,2018-10-21,Favorable conditions
2018-10-22,710.0,23170.31,0,0,Autunno,2018-10-22,Favorable conditions
2018-10-23,771.0,24819.29,0,0,Autunno,2018-10-23,Favorable conditions
2018-10-24,756.0,26272.12,0,0,Autunno,2018-10-24,Favorable conditions
2018-10-25,722.0,25026.33,0,0,Autunno,2018-10-25,Moderate conditions
2018-10-26,1124.0,37415.35,1,0,Autunno,2018-10-26,Moderate conditions
2018-10-27,1007.0,44543.8,1,0,Autunno,2018-10-27,Moderate conditions
2018-10-28,857.0,33631.73,1,0,Autunno,2018-10-28,Moderate conditions
2018-10-29,630.0,21386.07,0,0,Autunno,2018-10-29,Moderate conditions
2018-10-30,697.0,23854.43,0,0,Autunno,2018-10-30,Moderate conditions
2018-10-31,1111.0,40088.22,0,0,Autunno,2018-10-31,Moderate conditions
2018-11-01,1042.0,39691.42,0,1,Autunno,2018-11-01,Moderate conditions
2018-11-02,1092.0,37404.24,1,0,Autunno,2018-11-02,Moderate conditions
2018-11-03,1236.0,43784.93,1,0,Autunno,2018-11-03,Moderate conditions
2018-11-04,935.0,35953.38,1,0,Autunno,2018-11-04,Moderate conditions
2018-11-05,633.0,21994.13,0,0,Autunno,2018-11-05,Moderate conditions
2018-11-06,710.0,24906.12,0,0,Autunno,2018-11-06,Moderate conditions
2018-11-07,735.0,24746.44,0,0,Autunno,2018-11-07,Moderate conditions
2018-11-08,785.0,26846.51,0,0,Autunno,2018-11-08,Favorable conditions
2018-11-09,1106.0,37612.29,1,0,Autunno,2018-11-09,Favorable conditions
2018-11-10,1395.0,50206.98,1,0,Autunno,2018-11-10,Moderate conditions
2018-11-11,1008.0,37958.98,1,0,Autunno,2018-11-11,Moderate conditions
2018-11-12,728.0,24531.25,0,0,Autunno,2018-11-12,Favorable conditions
2018-11-13,824.0,28789.89,0,0,Autunno,2018-11-13,Favorable conditions
2018-11-14,808.0,26658.06,0,0,Autunno,2018-11-14,Favorable conditions
2018-11-15,768.0,26430.74,0,0,Autunno,2018-11-15,Favorable conditions
2018-11-16,1161.0,41597.87,1,0,Autunno,2018-11-16,Favorable conditions
2018-11-17,1321.0,49442.05,1,0,Autunno,2018-11-17,Favorable conditions
2018-11-18,925.0,38946.52,1,0,Autunno,2018-11-18,Moderate conditions
2018-11-19,698.0,22887.63,0,0,Autunno,2018-11-19,Difficult conditions
2018-11-20,756.0,26166.0,0,0,Autunno,2018-11-20,Moderate conditions
2018-11-21,778.0,25655.76,0,0,Autunno,2018-11-21,Moderate conditions
2018-11-22,822.0,27733.21,0,0,Autunno,2018-11-22,Moderate conditions
2018-11-23,1112.0,40274.55,1,0,Autunno,2018-11-23,Moderate conditions
2018-11-24,1372.0,50468.59,1,0,Autunno,2018-11-24,Moderate conditions
2018-11-25,1031.0,41124.88,1,0,Autunno,2018-11-25,Moderate conditions
2018-11-26,627.0,22335.71,0,0,Autunno,2018-11-26,Moderate conditions
2018-11-27,724.0,24714.27,0,0,Autunno,2018-11-27,Favorable conditions
2018-11-28,754.0,26562.96,0,0,Autunno,2018-11-28,Favorable conditions
2018-11-29,738.0,26552.98,0,0,Autunno,2018-11-29,Favorable conditions
2018-11-30,1138.0,39210.69,1,0,Autunno,2018-11-30,Favorable conditions
2018-12-01,1510.0,52892.17,1,0,Autunno,2018-12-01,Moderate conditions
2018-12-02,968.0,38919.6,1,0,Autunno,2018-12-02,Moderate conditions
2018-12-03,703.0,23148.59,0,0,Autunno,2018-12-03,Moderate conditions
2018-12-04,794.0,25174.62,0,0,Autunno,2018-12-04,Favorable conditions
2018-12-05,830.0,29261.7,0,0,Autunno,2018-12-05,Moderate conditions
2018-12-06,995.0,31596.15,0,0,Autunno,2018-12-06,Moderate conditions
2018-12-07,1224.0,41707.72,1,0,Autunno,2018-12-07,Moderate conditions
2018-12-08,1266.0,48024.38,1,1,Autunno,2018-12-08,Favorable conditions
2018-12-09,980.0,39306.01,1,0,Autunno,2018-12-09,Favorable conditions
2018-12-10,835.0,27776.17,0,0,Autunno,2018-12-10,Favorable conditions
2018-12-11,750.0,25194.19,0,0,Autunno,2018-12-11,Favorable conditions
2018-12-12,813.0,27165.59,0,0,Autunno,2018-12-12,Favorable conditions
2018-12-13,810.0,28441.08,0,0,Autunno,2018-12-13,Favorable conditions
2018-12-14,1129.0,38115.29,1,0,Autunno,2018-12-14,Favorable conditions
2018-12-15,1368.0,52316.38,1,0,Autunno,2018-12-15,Difficult conditions
2018-12-16,911.0,37300.97,1,0,Autunno,2018-12-16,Difficult conditions
2018-12-17,762.0,26773.44,0,0,Autunno,2018-12-17,Favorable conditions
2018-12-18,821.0,27225.21,0,0,Autunno,2018-12-18,Difficult conditions
2018-12-19,853.0,29443.35,0,0,Autunno,2018-12-19,Difficult conditions
2018-12-20,989.0,33603.9,0,0,Autunno,2018-12-20,Moderate conditions
2018-12-21,1158.0,41026.53,1,0,Inverno,2018-12-21,Favorable conditions
2018-12-22,1341.0,51346.12,1,0,Inverno,2018-12-22,Favorable conditions
2018-12-23,951.0,36972.16,1,0,Inverno,2018-12-23,Favorable conditions
2018-12-24,298.0,12880.14,0,1,Inverno,2018-12-24,Favorable conditions
2018-12-25,488.0,17393.84,0,1,Inverno,2018-12-25,Favorable conditions
2018-12-26,898.0,34676.99,0,1,Inverno,2018-12-26,Favorable conditions
2018-12-27,870.0,32856.53,0,0,Inverno,2018-12-27,Moderate conditions
2018-12-28,1128.0,41320.62,1,0,Inverno,2018-12-28,Favorable conditions
2018-12-29,1178.0,45129.93,1,0,Inverno,2018-12-29,Favorable conditions
2018-12-30,942.0,38279.28,1,0,Inverno,2018-12-30,Favorable conditions
2018-12-31,315.0,13333.57,0,1,Inverno,2018-12-31,Favorable conditions
2019-01-01,1134.0,49502.82,0,1,Inverno,2019-01-01,Favorable conditions
2019-01-02,819.0,32089.23,0,0,Inverno,2019-01-02,Favorable conditions
2019-01-03,903.0,33898.58,0,0,Inverno,2019-01-03,Favorable conditions
2019-01-04,1094.0,40909.66,1,0,Inverno,2019-01-04,Favorable conditions
2019-01-05,1313.0,51690.91,1,0,Inverno,2019-01-05,Favorable conditions
2019-01-06,895.0,37569.23,1,1,Inverno,2019-01-06,Favorable conditions
2019-01-07,652.0,22445.22,0,0,Inverno,2019-01-07,Favorable conditions
2019-01-08,594.0,21082.62,0,0,Inverno,2019-01-08,Favorable conditions
2019-01-09,715.0,25315.9,0,0,Inverno,2019-01-09,Favorable conditions
2019-01-10,793.0,27039.67,0,0,Inverno,2019-01-10,Favorable conditions
2019-01-11,1142.0,40558.13,1,0,Inverno,2019-01-11,Favorable conditions
2019-01-12,1313.0,52197.66,1,0,Inverno,2019-01-12,Favorable conditions
2019-01-13,961.0,40130.56,1,0,Inverno,2019-01-13,Favorable conditions
2019-01-14,720.0,25509.78,0,0,Inverno,2019-01-14,Favorable conditions
2019-01-15,811.0,28275.87,0,0,Inverno,2019-01-15,Favorable conditions
2019-01-16,794.0,28818.88,0,0,Inverno,2019-01-16,Moderate conditions
2019-01-17,833.0,30307.62,0,0,Inverno,2019-01-17,Moderate conditions
2019-01-18,1231.0,44375.64,1,0,Inverno,2019-01-18,Moderate conditions
2019-01-19,1299.0,49461.52,1,0,Inverno,2019-01-19,Favorable conditions
2019-01-20,926.0,39116.25,1,0,Inverno,2019-01-20,Favorable conditions
2019-01-21,656.0,25452.06,0,0,Inverno,2019-01-21,Favorable conditions
2019-01-22,676.0,22816.06,0,0,Inverno,2019-01-22,Difficult conditions
2019-01-23,677.0,24761.01,0,0,Inverno,2019-01-23,Difficult conditions
2019-01-24,914.0,31963.87,0,0,Inverno,2019-01-24,Favorable conditions
2019-01-25,1141.0,39664.47,1,0,Inverno,2019-01-25,Favorable conditions
2019-01-26,1322.0,49875.32,1,0,Inverno,2019-01-26,Difficult conditions
2019-01-27,873.0,35442.95,1,0,Inverno,2019-01-27,Favorable conditions
2019-01-28,708.0,25654.89,0,0,Inverno,2019-01-28,Favorable conditions
2019-01-29,678.0,23391.36,0,0,Inverno,2019-01-29,Difficult conditions
2019-01-30,679.0,23200.94,0,0,Inverno,2019-01-30,Difficult conditions
2019-01-31,700.0,25305.98,0,0,Inverno,2019-01-31,Difficult conditions
2019-02-01,1032.0,39842.52,1,0,Inverno,2019-02-01,Moderate conditions
2019-02-02,1322.0,50420.2,1,0,Inverno,2019-02-02,Moderate conditions
2019-02-03,967.0,38995.35,1,0,Inverno,2019-02-03,Favorable conditions
2019-02-04,709.0,24069.61,0,0,Inverno,2019-02-04,Favorable conditions
2019-02-05,686.0,23455.47,0,0,Inverno,2019-02-05,Favorable conditions
2019-02-06,734.0,25532.46,0,0,Inverno,2019-02-06,Favorable conditions
2019-02-07,753.0,27178.23,0,0,Inverno,2019-02-07,Favorable conditions
2019-02-08,1197.0,41738.27,1,0,Inverno,2019-02-08,Favorable conditions
2019-02-09,1205.0,44410.14,1,0,Inverno,2019-02-09,Moderate conditions
2019-02-10,901.0,37070.53,1,0,Inverno,2019-02-10,Favorable conditions
2019-02-11,740.0,25493.46,0,0,Inverno,2019-02-11,Favorable conditions
2019-02-12,720.0,23498.97,0,0,Inverno,2019-02-12,Favorable conditions
2019-02-13,819.0,28579.86,0,0,Inverno,2019-02-13,Favorable conditions
2019-02-14,947.0,34579.24,0,1,Inverno,2019-02-14,Favorable conditions
2019-02-15,1187.0,42259.56,1,0,Inverno,2019-02-15,Favorable conditions
2019-02-16,1283.0,47746.17,1,0,Inverno,2019-02-16,Favorable conditions
2019-02-17,1015.0,41359.44,1,0,Inverno,2019-02-17,Favorable conditions
2019-02-18,747.0,25048.95,0,0,Inverno,2019-02-18,Favorable conditions
2019-02-19,751.0,24729.0,0,0,Inverno,2019-02-19,Favorable conditions
2019-02-20,791.0,28207.3,0,0,Inverno,2019-02-20,Favorable conditions
2019-02-21,887.0,28945.58,0,0,Inverno,2019-02-21,Favorable conditions
2019-02-22,1195.0,42585.16,1,0,Inverno,2019-02-22,Favorable conditions
2019-02-23,1321.0,50443.35,1,0,Inverno,2019-02-23,Favorable conditions
2019-02-24,996.0,41978.98,1,0,Inverno,2019-02-24,Favorable conditions
2019-02-25,728.0,25742.18,0,0,Inverno,2019-02-25,Favorable conditions
2019-02-26,722.0,23706.17,0,0,Inverno,2019-02-26,Favorable conditions
2019-02-27,776.0,26694.28,0,0,Inverno,2019-02-27,Favorable conditions
2019-02-28,861.0,29868.98,0,0,Inverno,2019-02-28,Favorable conditions
2019-03-01,1279.0,44420.31,1,0,Inverno,2019-03-01,Favorable conditions
2019-03-02,1285.0,48113.8,1,0,Inverno,2019-03-02,Favorable conditions
2019-03-03,953.0,38645.91,1,0,Inverno,2019-03-03,Moderate conditions
2019-03-04,722.0,23253.89,0,0,Inverno,2019-03-04,Favorable conditions
2019-03-05,768.0,25335.02,0,0,Inverno,2019-03-05,Favorable conditions
2019-03-06,732.0,24105.71,0,0,Inverno,2019-03-06,Moderate conditions
2019-03-07,822.0,27591.78,0,0,Inverno,2019-03-07,Favorable conditions
2019-03-08,1185.0,41400.56,1,0,Inverno,2019-03-08,Favorable conditions
2019-03-09,1313.0,47057.03,1,0,Inverno,2019-03-09,Favorable conditions
2019-03-10,1008.0,41536.47,1,0,Inverno,2019-03-10,Favorable conditions
2019-03-11,660.0,21993.5,0,0,Inverno,2019-03-11,Favorable conditions
2019-03-12,721.0,24306.86,0,0,Inverno,2019-03-12,Favorable conditions
2019-03-13,756.0,26100.95,0,0,Inverno,2019-03-13,Favorable conditions
2019-03-14,811.0,27898.32,0,0,Inverno,2019-03-14,Favorable conditions
2019-03-15,1164.0,37740.36,1,0,Inverno,2019-03-15,Favorable conditions
2019-03-16,1379.0,51284.66,1,0,Inverno,2019-03-16,Favorable conditions
2019-03-17,1098.0,44855.77,1,0,Inverno,2019-03-17,Moderate conditions
2019-03-18,774.0,26945.51,0,0,Inverno,2019-03-18,Moderate conditions
2019-03-19,745.0,25897.31,0,0,Inverno,2019-03-19,Favorable conditions
2019-03-20,824.0,27604.86,0,0,Inverno,2019-03-20,Favorable conditions
2019-03-21,818.0,29002.4,0,0,Primavera,2019-03-21,Favorable conditions
2019-03-22,1124.0,37557.03,1,0,Primavera,2019-03-22,Favorable conditions
2019-03-23,1294.0,49060.47,1,0,Primavera,2019-03-23,Favorable conditions
2019-03-24,963.0,36683.31,1,0,Primavera,2019-03-24,Favorable conditions
2019-03-25,700.0,23076.3,0,0,Primavera,2019-03-25,Moderate conditions
2019-03-26,683.0,22432.86,0,0,Primavera,2019-03-26,Favorable conditions
2019-03-27,765.0,25467.09,0,0,Primavera,2019-03-27,Favorable conditions
2019-03-28,969.0,31715.46,0,0,Primavera,2019-03-28,Favorable conditions
2019-03-29,1141.0,38760.51,1,0,Primavera,2019-03-29,Favorable conditions
2019-03-30,1320.0,46109.76,1,0,Primavera,2019-03-30,Favorable conditions
2019-03-31,995.0,38965.12,1,0,Primavera,2019-03-31,Favorable conditions
2019-04-01,764.0,25406.04,0,0,Primavera,2019-04-01,Favorable conditions
2019-04-02,736.0,24917.97,0,0,Primavera,2019-04-02,Moderate conditions
2019-04-03,814.0,27183.97,0,0,Primavera,2019-04-03,Moderate conditions
2019-04-04,847.0,28279.4,0,0,Primavera,2019-04-04,Moderate conditions
2019-04-05,1236.0,39678.44,1,0,Primavera,2019-04-05,Moderate conditions
2019-04-06,1309.0,45922.75,1,0,Primavera,2019-04-06,Moderate conditions
2019-04-07,1096.0,40889.25,1,0,Primavera,2019-04-07,Favorable conditions
2019-04-08,734.0,23032.81,0,0,Primavera,2019-04-08,Moderate conditions
2019-04-09,793.0,25941.55,0,0,Primavera,2019-04-09,Moderate conditions
2019-04-10,777.0,25846.11,0,0,Primavera,2019-04-10,Moderate conditions
2019-04-11,850.0,29797.72,0,0,Primavera,2019-04-11,Moderate conditions
2019-04-12,1174.0,39330.03,1,0,Primavera,2019-04-12,Moderate conditions
2019-04-13,1387.0,52326.71,1,0,Primavera,2019-04-13,Moderate conditions
2019-04-14,1005.0,40293.15,1,0,Primavera,2019-04-14,Moderate conditions
2019-04-15,779.0,26657.94,0,0,Primavera,2019-04-15,Favorable conditions
2019-04-16,770.0,25690.17,0,0,Primavera,2019-04-16,Favorable conditions
2019-04-17,937.0,31614.27,0,0,Primavera,2019-04-17,Favorable conditions
2019-04-18,1141.0,36877.06,0,0,Primavera,2019-04-18,Favorable conditions
2019-04-19,1181.0,39680.19,1,0,Primavera,2019-04-19,Favorable conditions
2019-04-20,1248.0,43151.07,1,0,Primavera,2019-04-20,Favorable conditions
2019-04-21,564.0,20292.17,1,1,Primavera,2019-04-21,Moderate conditions
2019-04-22,941.0,34991.24,0,1,Primavera,2019-04-22,Moderate conditions
2019-04-23,892.0,33393.98,0,0,Primavera,2019-04-23,Moderate conditions
2019-04-24,1023.0,35747.87,0,0,Primavera,2019-04-24,Moderate conditions
2019-04-25,1020.0,38857.35,0,1,Primavera,2019-04-25,Moderate conditions
2019-04-26,1157.0,37721.42,1,0,Primavera,2019-04-26,Favorable conditions
2019-04-27,1314.0,46631.43,1,0,Primavera,2019-04-27,Moderate conditions
2019-04-28,990.0,36505.62,1,0,Primavera,2019-04-28,Moderate conditions
2019-04-29,764.0,23221.72,0,0,Primavera,2019-04-29,Favorable conditions
2019-04-30,996.0,33725.83,0,0,Primavera,2019-04-30,Moderate conditions
2019-05-01,970.0,36811.16,0,1,Primavera,2019-05-01,Favorable conditions
2019-05-02,773.0,24927.27,0,0,Primavera,2019-05-02,Moderate conditions
2019-05-03,1185.0,38804.69,1,0,Primavera,2019-05-03,Moderate conditions
2019-05-04,1360.0,48293.42,1,0,Primavera,2019-05-04,Moderate conditions
2019-05-05,958.0,33997.55,1,0,Primavera,2019-05-05,Favorable conditions
2019-05-06,845.0,26839.24,0,0,Primavera,2019-05-06,Favorable conditions
2019-05-07,807.0,26415.32,0,0,Primavera,2019-05-07,Moderate conditions
2019-05-08,803.0,26858.27,0,0,Primavera,2019-05-08,Moderate conditions
2019-05-09,828.0,27807.56,0,0,Primavera,2019-05-09,Moderate conditions
2019-05-10,1221.0,41381.96,1,0,Primavera,2019-05-10,Moderate conditions
2019-05-11,1150.0,48265.59,1,0,Primavera,2019-05-11,Moderate conditions
2019-05-12,976.0,37004.76,1,0,Primavera,2019-05-12,Moderate conditions
2019-05-13,757.0,24880.63,0,0,Primavera,2019-05-13,Favorable conditions
2019-05-14,794.0,25688.46,0,0,Primavera,2019-05-14,Moderate conditions
2019-05-15,867.0,30920.98,0,0,Primavera,2019-05-15,Moderate conditions
2019-05-16,1044.0,28880.97,0,0,Primavera,2019-05-16,Moderate conditions
2019-05-17,1228.0,42406.73,1,0,Primavera,2019-05-17,Moderate conditions
2019-05-18,1364.0,48615.87,1,0,Primavera,2019-05-18,Moderate conditions
2019-05-19,1036.0,38686.66,1,0,Primavera,2019-05-19,Moderate conditions
2019-05-20,776.0,25890.98,0,0,Primavera,2019-05-20,Moderate conditions
2019-05-21,817.0,27017.42,0,0,Primavera,2019-05-21,Moderate conditions
2019-05-22,806.0,26536.47,0,0,Primavera,2019-05-22,Moderate conditions
2019-05-23,922.0,30121.04,0,0,Primavera,2019-05-23,Moderate conditions
2019-05-24,1222.0,38546.79,1,0,Primavera,2019-05-24,Moderate conditions
2019-05-25,1402.0,50652.42,1,0,Primavera,2019-05-25,Moderate conditions
2019-05-26,1087.0,41417.31,1,0,Primavera,2019-05-26,Moderate conditions
2019-05-27,829.0,27207.84,0,0,Primavera,2019-05-27,Moderate conditions
2019-05-28,733.0,23159.79,0,0,Primavera,2019-05-28,Moderate conditions
2019-05-29,757.0,25010.92,0,0,Primavera,2019-05-29,Favorable conditions
2019-05-30,838.0,28988.08,0,0,Primavera,2019-05-30,Favorable conditions
2019-05-31,1226.0,40537.97,1,0,Primavera,2019-05-31,Favorable conditions
2019-06-01,1327.0,46376.68,1,0,Primavera,2019-06-01,Favorable conditions
2019-06-02,998.0,37233.24,1,1,Primavera,2019-06-02,Favorable conditions
2019-06-03,723.0,23079.89,0,0,Primavera,2019-06-03,Favorable conditions
2019-06-04,771.0,24270.64,0,0,Primavera,2019-06-04,Favorable conditions
2019-06-05,805.0,25642.28,0,0,Primavera,2019-06-05,Moderate conditions
2019-06-06,823.0,27850.24,0,0,Primavera,2019-06-06,Favorable conditions
2019-06-07,1279.0,39815.19,1,0,Primavera,2019-06-07,Favorable conditions
2019-06-08,1285.0,46254.16,1,0,Primavera,2019-06-08,Moderate conditions
2019-06-09,776.0,35256.31,1,0,Primavera,2019-06-09,Moderate conditions
2019-06-10,819.0,26230.99,0,0,Primavera,2019-06-10,Moderate conditions
2019-06-11,803.0,26160.05,0,0,Primavera,2019-06-11,Moderate conditions
2019-06-12,857.0,27644.57,0,0,Primavera,2019-06-12,Favorable conditions
2019-06-13,819.0,27806.28,0,0,Primavera,2019-06-13,Favorable conditions
2019-06-14,1112.0,35193.66,1,0,Primavera,2019-06-14,Favorable conditions
2019-06-15,1295.0,45511.6,1,0,Primavera,2019-06-15,Favorable conditions
2019-06-16,935.0,35480.64,1,0,Primavera,2019-06-16,Moderate conditions
2019-06-17,839.0,26166.25,0,0,Primavera,2019-06-17,Favorable conditions
2019-06-18,804.0,26122.2,0,0,Primavera,2019-06-18,Moderate conditions
2019-06-19,847.0,27517.43,0,0,Primavera,2019-06-19,Favorable conditions
2019-06-20,972.0,31244.71,0,0,Primavera,2019-06-20,Moderate conditions
2019-06-21,1175.0,36734.19,1,0,Estate,2019-06-21,Moderate conditions
2019-06-22,1289.0,46045.65,1,0,Estate,2019-06-22,Favorable conditions
2019-06-23,915.0,32717.97,1,0,Estate,2019-06-23,Favorable conditions
2019-06-24,749.0,24631.9,0,0,Estate,2019-06-24,Favorable conditions
2019-06-25,717.0,22551.3,0,0,Estate,2019-06-25,Favorable conditions
2019-06-26,749.0,24105.37,0,0,Estate,2019-06-26,Favorable conditions
2019-06-27,865.0,27069.28,0,0,Estate,2019-06-27,Favorable conditions
2019-06-28,1114.0,37419.35,1,0,Estate,2019-06-28,Favorable conditions
2019-06-29,1105.0,37949.59,1,0,Estate,2019-06-29,Favorable conditions
2019-06-30,1127.0,37267.46,1,0,Estate,2019-06-30,Favorable conditions
2019-07-01,896.0,27265.49,0,0,Estate,2019-07-01,Favorable conditions
2019-07-02,887.0,25890.54,0,0,Estate,2019-07-02,Moderate conditions
2019-07-03,942.0,29206.44,0,0,Estate,2019-07-03,Favorable conditions
2019-07-04,875.0,29105.92,0,0,Estate,2019-07-04,Favorable conditions
2019-07-05,1091.0,34240.1,1,0,Estate,2019-07-05,Favorable conditions
2019-07-06,1215.0,40759.8,1,0,Estate,2019-07-06,Favorable conditions
2019-07-07,918.0,30628.88,1,0,Estate,2019-07-07,Favorable conditions
2019-07-08,865.0,25662.59,0,0,Estate,2019-07-08,Moderate conditions
2019-07-09,867.0,27134.52,0,0,Estate,2019-07-09,Moderate conditions
2019-07-10,1047.0,31298.4,0,0,Estate,2019-07-10,Moderate conditions
2019-07-11,935.0,31032.89,0,0,Estate,2019-07-11,Moderate conditions
2019-07-12,1136.0,34710.12,1,0,Estate,2019-07-12,Moderate conditions
2019-07-13,1240.0,41310.02,1,0,Estate,2019-07-13,Moderate conditions
2019-07-14,999.0,35975.1,1,0,Estate,2019-07-14,Moderate conditions
2019-07-15,885.0,29800.56,0,0,Estate,2019-07-15,Favorable conditions
2019-07-16,840.0,27016.45,0,0,Estate,2019-07-16,Favorable conditions
2019-07-17,881.0,26892.62,0,0,Estate,2019-07-17,Moderate conditions
2019-07-18,906.0,28890.89,0,0,Estate,2019-07-18,Favorable conditions
2019-07-19,1111.0,35917.53,1,0,Estate,2019-07-19,Favorable conditions
2019-07-20,1149.0,39051.67,1,0,Estate,2019-07-20,Favorable conditions
2019-07-21,992.0,34546.42,1,0,Estate,2019-07-21,Favorable conditions
2019-07-22,835.0,26393.92,0,0,Estate,2019-07-22,Favorable conditions
2019-07-23,749.0,24036.95,0,0,Estate,2019-07-23,Favorable conditions
2019-07-24,873.0,28250.79,0,0,Estate,2019-07-24,Moderate conditions
2019-07-25,826.0,24968.58,0,0,Estate,2019-07-25,Favorable conditions
2019-07-26,1140.0,35981.24,1,0,Estate,2019-07-26,Moderate conditions
2019-07-27,1142.0,42335.16,1,0,Estate,2019-07-27,Moderate conditions
2019-07-28,1019.0,36562.62,1,0,Estate,2019-07-28,Favorable conditions
2019-07-29,793.0,24328.86,0,0,Estate,2019-07-29,Favorable conditions
2019-07-30,858.0,27815.58,0,0,Estate,2019-07-30,Favorable conditions
2019-07-31,874.0,29100.27,0,0,Estate,2019-07-31,Moderate conditions
2019-08-01,868.0,29799.18,0,0,Estate,2019-08-01,Moderate conditions
2019-08-02,1146.0,38431.07,1,0,Estate,2019-08-02,Favorable conditions
2019-08-03,1077.0,38373.16,1,0,Estate,2019-08-03,Favorable conditions
2019-08-04,825.0,29609.36,1,0,Estate,2019-08-04,Moderate conditions
2019-08-05,771.0,25335.87,0,0,Estate,2019-08-05,Favorable conditions
2019-08-06,735.0,24154.01,0,0,Estate,2019-08-06,Moderate conditions
2019-08-07,770.0,26414.39,0,0,Estate,2019-08-07,Moderate conditions
2019-08-08,808.0,26501.78,0,0,Estate,2019-08-08,Moderate conditions
2019-08-09,1050.0,35028.4,1,0,Estate,2019-08-09,Favorable conditions
2019-08-10,966.0,32319.77,1,0,Estate,2019-08-10,Favorable conditions
2019-08-11,800.0,27587.6,1,0,Estate,2019-08-11,Favorable conditions
2019-08-12,791.0,28614.55,0,0,Estate,2019-08-12,Moderate conditions
2019-08-13,765.0,25825.58,0,0,Estate,2019-08-13,Moderate conditions
